tournament,match_id,match_date,stage,referee,team,opponent,box_touches,box_entries,fouls_won_final3,def_box_contests,pens_for,pens_against,shots,xg,passes,fouls_won,fouls_committed,yellows,reds,duels,touches_final3,fouls_won_dzone,fk_shots,fk_xg,pen_xg
WC2022,3869685,2022-12-18,Final,Szymon Marciniak,France,Argentina,34,12,6,23,2,1,8,0.7056179490000001,570,26,19,3,0,48,312,3,0,0.0,1.567
WC2022,3869685,2022-12-18,Final,Szymon Marciniak,Argentina,France,53,19,2,26,1,2,19,1.9748059260000002,693,18,29,4,0,50,481,0,0,0.0,0.7835
WC2022,3869684,2022-12-17,3rd Place Final,Abdulrahman Ibrahim Al Jassim,Croatia,Morocco,40,15,2,17,0,0,12,0.8492689635999999,528,15,14,0,0,26,285,0,0,0.0,0.0
WC2022,3869684,2022-12-17,3rd Place Final,Abdulrahman Ibrahim Al Jassim,Morocco,Croatia,24,11,2,20,0,0,9,0.99145712,512,14,15,2,0,25,306,0,0,0.0,0.0
WC2022,3857256,2022-12-02,Group Stage,Fernando Andrés Rapallini,Switzerland,Serbia,45,11,1,24,0,0,14,3.1035154719999998,445,20,14,4,0,34,287,1,0,0.0,0.0
WC2022,3857256,2022-12-02,Group Stage,Fernando Andrés Rapallini,Serbia,Switzerland,43,16,3,12,0,0,12,1.1890035350000001,521,14,21,7,0,34,312,2,0,0.0,0.0
WC2022,3869151,2022-12-03,Round of 16,Szymon Marciniak,Australia,Argentina,26,9,2,12,0,0,5,0.42611782,478,8,18,2,0,30,180,1,0,0.0,0.0
WC2022,3869151,2022-12-03,Round of 16,Szymon Marciniak,Argentina,Australia,51,16,3,20,0,0,14,1.4815793030000002,728,16,9,0,0,33,433,1,0,0.0,0.0
WC2022,3857257,2022-11-30,Group Stage,Mustapha Ghorbal,Australia,Denmark,18,8,0,33,0,0,8,0.469723377,350,9,12,2,0,40,254,0,0,0.0,0.0
WC2022,3857257,2022-11-30,Group Stage,Mustapha Ghorbal,Denmark,Australia,66,25,3,17,0,0,14,0.7371546319999999,715,11,10,1,0,50,517,1,0,0.0,0.0
WC2022,3857258,2022-11-24,Group Stage,Alireza Faghani,Brazil,Serbia,80,26,2,17,0,0,23,2.1238895187000004,618,11,8,0,0,39,575,2,1,0.06281959,0.0
WC2022,3857258,2022-11-24,Group Stage,Alireza Faghani,Serbia,Brazil,8,3,0,25,0,0,5,0.16332714399999998,446,7,11,3,0,33,222,0,0,0.0,0.0
WC2022,3857288,2022-11-26,Group Stage,Daniel Siebert,Tunisia,Australia,57,18,2,25,0,0,14,1.0521703449999997,548,14,15,3,0,53,339,0,0,0.0,0.0
WC2022,3857288,2022-11-26,Group Stage,Daniel Siebert,Australia,Tunisia,29,12,2,37,0,0,9,0.3590377687,404,12,16,0,0,53,301,1,0,0.0,0.0
WC2022,3857267,2022-11-29,Group Stage,Clément Turpin,Ecuador,Senegal,23,9,2,22,0,1,9,1.0016627869999999,465,8,23,0,0,39,233,0,1,0.021615954,0.0
WC2022,3857267,2022-11-29,Group Stage,Clément Turpin,Senegal,Ecuador,35,15,3,20,1,0,12,0.92396471,311,22,10,1,0,31,279,1,0,0.0,0.7835
WC2022,3857287,2022-11-24,Group Stage,Clément Turpin,Uruguay,South Korea,33,14,2,15,0,0,10,0.417294332,570,11,7,1,0,40,338,0,0,0.0,0.0
WC2022,3857287,2022-11-24,Group Stage,Clément Turpin,South Korea,Uruguay,25,9,0,17,0,0,7,0.492992523,463,7,11,1,0,47,419,0,0,0.0,0.0
WC2022,3869486,2022-12-10,Quarter-finals,Facundo Tello Figueroa,Portugal,Morocco,40,19,4,4,0,0,12,0.7441207567,731,17,9,1,0,26,495,1,0,0.0,0.0
WC2022,3869486,2022-12-10,Quarter-finals,Facundo Tello Figueroa,Morocco,Portugal,17,8,2,44,0,0,9,0.9720228750000001,249,9,18,3,1,28,87,1,0,0.0,0.0
WC2022,3857260,2022-11-30,Group Stage,Michael Oliver,Saudi Arabia,Mexico,25,9,3,33,0,0,10,1.076111142,322,16,21,6,0,37,216,1,1,0.073429175,0.0
WC2022,3857260,2022-11-30,Group Stage,Michael Oliver,Mexico,Saudi Arabia,52,21,7,10,0,0,26,2.3221233279,488,21,18,1,0,34,335,1,4,0.1116783535,0.0
WC2022,3857264,2022-11-30,Group Stage,Danny Desmond Makkelie,Poland,Argentina,6,3,1,35,0,1,4,0.197595245,337,12,9,1,0,32,95,0,0,0.0,0.0
WC2022,3857264,2022-11-30,Group Stage,Danny Desmond Makkelie,Argentina,Poland,95,33,3,6,1,0,23,2.293159699,909,9,12,1,0,27,860,0,0,0.0,0.7835
WC2022,3857289,2022-11-26,Group Stage,Daniele Orsato,Mexico,Argentina,14,5,6,13,0,0,4,0.20639165169999998,403,14,21,4,0,39,232,0,1,0.05948228,0.0
WC2022,3857289,2022-11-26,Group Stage,Daniele Orsato,Argentina,Mexico,16,6,5,10,0,0,5,0.325204139,567,20,15,1,0,38,346,2,1,0.067327775,0.0
WC2022,3869254,2022-12-06,Round of 16,César Arturo Ramos Palazuelos,Portugal,Switzerland,45,19,2,15,0,0,15,2.2842600070000003,488,15,14,0,0,28,253,0,1,0.028790973,0.0
WC2022,3869254,2022-12-06,Round of 16,César Arturo Ramos Palazuelos,Switzerland,Portugal,19,9,1,23,0,0,10,1.2718271719999998,528,14,15,2,0,20,314,0,1,0.023890225,0.0
WC2022,3869118,2022-12-04,Round of 16,Ivan Arcides Barton Cisneros,England,Senegal,43,16,5,14,0,0,8,1.0200234609999999,626,13,16,0,0,36,353,0,0,0.0,0.0
WC2022,3869118,2022-12-04,Round of 16,Ivan Arcides Barton Cisneros,Senegal,England,20,8,3,12,0,0,10,0.972806433,408,16,13,1,0,25,209,0,2,0.054162106,0.0
WC2022,3869519,2022-12-13,Semi-finals,Daniele Orsato,Croatia,Argentina,20,9,4,11,0,1,12,0.4100536413,648,20,10,2,0,29,450,0,1,0.00752127,0.0
